,longitude,variable,value
2428,-915.734,lnwpred_longq,4.758987499
2429,-916.654,lnwpred_longq,4.741564875
2430,-913.227,lnwpred_longq,4.75279967
2431,-912.111,lnwpred_longq,4.724789925
2432,-914.6508217,lnwpred_longq,4.765947253
2433,-914.446,lnwpred_longq,4.765615473
2434,-914.798,lnwpred_longq,4.765862062
2435,-915.305,lnwpred_longq,4.763496915
2436,-914.664,lnwpred_longq,4.765950655
2437,-914.5545,lnwpred_longq,4.765856505
2438,-914.721,lnwpred_longq,4.765940384
2439,-913.825,lnwpred_longq,4.761406258
2440,-912.15,lnwpred_longq,4.726031121
2441,-913.825,lnwpred_longq,4.761406258
2442,-913.384,lnwpred_longq,4.75549173
2443,-913.392,lnwpred_longq,4.75562066
2444,-913.517,lnwpred_longq,4.757531348
2445,-911.346,lnwpred_longq,4.69660158
2446,-913.4288669,lnwpred_longq,4.756204485
2447,-916.499,lnwpred_longq,4.745240856
2448,-912.747,lnwpred_longq,4.742659319
2449,-913.2820129,lnwpred_longq,4.753778016
2450,-915.748,lnwpred_longq,4.758801599
2451,-915.573,lnwpred_longq,4.760949356
2452,-915.585,lnwpred_longq,4.760814299
2453,-912.6259804,lnwpred_longq,4.73964837
2454,-915.768,lnwpred_longq,4.758531781
2455,-915.626,lnwpred_longq,4.760339281
2456,-913.26,lnwpred_longq,4.753391077
2457,-914.715,lnwpred_longq,4.765943377
2458,-914.437,lnwpred_longq,4.765588874
2459,-913.946,lnwpred_longq,4.762604308
2460,-911.57,lnwpred_longq,4.705612366
2461,-919.1581726,lnwpred_longq,4.640582037
2462,-912.709,lnwpred_longq,4.741733591
2463,-912.745,lnwpred_longq,4.742611047
2464,-915.457,lnwpred_longq,4.762162165
2465,-914.258,lnwpred_longq,4.764849655
2466,-912.948,lnwpred_longq,4.747255874
2467,-913.081,lnwpred_longq,4.750019905
2468,-913.462,lnwpred_longq,4.756714693
2469,-913.855,lnwpred_longq,4.761720348
2470,-914.405,lnwpred_longq,4.765486106
2471,-914.087,lnwpred_longq,4.763769635
2472,-919.445,lnwpred_longq,4.624015152
2473,-914.453,lnwpred_longq,4.765635462
2474,-915.14,lnwpred_longq,4.764619113
2475,-913.324,lnwpred_longq,4.754499271
2476,-914.81,lnwpred_longq,4.765843184
2477,-914.809,lnwpred_longq,4.765844826
2478,-916.304,lnwpred_longq,4.749439171
2479,-913.752,lnwpred_longq,4.760595008
2480,-914.697,lnwpred_longq,4.765949656
2481,-913.81,lnwpred_longq,4.761244997
2482,-913.812,lnwpred_longq,4.761266661
2483,-913.198,lnwpred_longq,4.752268719
2484,-914.136,lnwpred_longq,4.764116454
2485,-914.5871162,lnwpred_longq,4.765900213
2486,-917.785,lnwpred_longq,4.705657132
2487,-910.0282669,lnwpred_longq,4.630903683
2488,-912.957,lnwpred_longq,4.747449885
2489,-919.967,lnwpred_longq,4.591227702
2490,-915.07089,lnwpred_longq,4.764988083
2491,-913.482,lnwpred_longq,4.757016031
2492,-911.528,lnwpred_longq,4.70397059
2493,-911.58,lnwpred_longq,4.706000017
2494,-915.869,lnwpred_longq,4.757092863
2495,-911.555,lnwpred_longq,4.705028547
2496,-911.465,lnwpred_longq,4.701466607
2497,-911.6,lnwpred_longq,4.706771572
2498,-913.825,lnwpred_longq,4.761406258
2499,-913.825,lnwpred_longq,4.761406258
2500,-914.164,lnwpred_longq,4.76430117
2501,-915.783,lnwpred_longq,4.758326138
2502,-913.496,lnwpred_longq,4.757223994
2503,-913.351,lnwpred_longq,4.754951443
2504,-913.734,lnwpred_longq,4.760384743
2505,-913.812,lnwpred_longq,4.761266661
2506,-915.842,lnwpred_longq,4.757490004
2507,-915.264,lnwpred_longq,4.76380752
2508,-915.492,lnwpred_longq,4.761813939
2509,-913.034,lnwpred_longq,4.74906839
2510,-915.481,lnwpred_longq,4.761925031
2511,-914.103,lnwpred_longq,4.76388618
2512,-913.508,lnwpred_longq,4.757400299
2513,-914.731,lnwpred_longq,4.765934398
2514,-914.388,lnwpred_longq,4.765426307
2515,-913.1530762,lnwpred_longq,4.751425479
2516,-913.266,lnwpred_longq,4.753497144
2517,-910.328,lnwpred_longq,4.647753307
2518,-913.508,lnwpred_longq,4.757400299
2519,-914.571,lnwpred_longq,4.765880277
2520,-913.179,lnwpred_longq,4.751915157
2521,-914.834,lnwpred_longq,4.765800033
2522,-914.67,lnwpred_longq,4.765951485
2523,-913.549,lnwpred_longq,4.757989102
2524,-913.037,lnwpred_longq,4.749129949
2525,-915.389,lnwpred_longq,4.762794969
2526,-914.628,lnwpred_longq,4.765936229
2527,-915.243,lnwpred_longq,4.763958478
2528,-913.749,lnwpred_longq,4.760560245
2529,-913.749,lnwpred_longq,4.760560245
2530,-913.747,lnwpred_longq,4.760537007
2531,-914.828,lnwpred_longq,4.765811496
2532,-913.745,lnwpred_longq,4.760513719
2533,-913.745,lnwpred_longq,4.760513719
2534,-915.286,lnwpred_longq,4.763643465
2535,-914.74,lnwpred_longq,4.765927941
2536,-915.866,lnwpred_longq,4.757137439
2537,-913.435,lnwpred_longq,4.756299961
2538,-912.862,lnwpred_longq,4.745350964
2539,-913.482,lnwpred_longq,4.757016031
2540,-916.709,lnwpred_longq,4.74018835
2541,-914.624,lnwpred_longq,4.765933627
2542,-914.83,lnwpred_longq,4.765807725
2543,-913.339,lnwpred_longq,4.754751602
2544,-914.1140938,lnwpred_longq,4.763965111
2545,-915.038,lnwpred_longq,4.765142725
2546,-915.946,lnwpred_longq,4.755910255
2547,-912.736,lnwpred_longq,4.7423932
2548,-913.18,lnwpred_longq,4.751933878
2549,-919.871,lnwpred_longq,4.597513024
2550,-919.666,lnwpred_longq,4.610549381
2551,-914.411,lnwpred_longq,4.765506349
2552,-919.571,lnwpred_longq,4.616412602
2553,-915.169,lnwpred_longq,4.764446513
2554,-919.512,lnwpred_longq,4.619997217
2555,-915.495,lnwpred_longq,4.761783379
2556,-914.997,lnwpred_longq,4.765316574
2557,-913.032,lnwpred_longq,4.749027287
2558,-914.758,lnwpred_longq,4.765911993
2559,-913.757,lnwpred_longq,4.760652697
2560,-915.1308391,lnwpred_longq,4.764671452
2561,-914.243,lnwpred_longq,4.764769532
2562,-913.928,lnwpred_longq,4.762437667
2563,-913.851,lnwpred_longq,4.761679119
2564,-913.597,lnwpred_longq,4.758651749
2565,-914.4361,lnwpred_longq,4.765586159
2566,-914.62,lnwpred_longq,4.765930825
2567,-911.104,lnwpred_longq,4.686162312
2568,-913.901,lnwpred_longq,4.762180115
2569,-913.719,lnwpred_longq,4.760206429
2570,-914.572,lnwpred_longq,4.765881608
2571,-915.73,lnwpred_longq,4.759040163
2572,-915.6,lnwpred_longq,4.760642948
2573,-912.993,lnwpred_longq,4.748215808
2574,-919.797,lnwpred_longq,4.602279382
2575,-913.704,lnwpred_longq,4.760025305
2576,-914.658,lnwpred_longq,4.765949375
2577,-914.531,lnwpred_longq,4.765816777
2578,-915.717,lnwpred_longq,4.759209942
2579,-913.417493,lnwpred_longq,4.756026178
2580,-914.455,lnwpred_longq,4.76564106
2581,-916.182,lnwpred_longq,4.751824243
2582,-913.534,lnwpred_longq,4.757776123
2583,-913.7881,lnwpred_longq,4.761004509
2584,-913.7945,lnwpred_longq,4.761075408
2585,-913.843,lnwpred_longq,4.761596061
2586,-913.84306,lnwpred_longq,4.761596687
2587,-914.229,lnwpred_longq,4.764692215
2588,-913.22,lnwpred_longq,4.752672472
2589,-913.53,lnwpred_longq,4.757718853
2590,-913.53,lnwpred_longq,4.757718853
2591,-915.2104378,lnwpred_longq,4.764181656
2592,-920.348,lnwpred_longq,4.565147659
2593,-913.803,lnwpred_longq,4.76116878
2594,-914.3108368,lnwpred_longq,4.765109493
2595,-914.496,lnwpred_longq,4.765744818
2596,-909.661,lnwpred_longq,4.608727496
2597,-914.9552345,lnwpred_longq,4.765472078
2598,-914.356,lnwpred_longq,4.76530395
2599,-920.368,lnwpred_longq,4.563728533
2600,-914.085,lnwpred_longq,4.763754842
2601,-912.9493713,lnwpred_longq,4.747285501
2602,-913.162,lnwpred_longq,4.75159499
2603,-914.68,lnwpred_longq,4.765951869
2604,-913.231,lnwpred_longq,4.752872081
2605,-914.587,lnwpred_longq,4.76590008
2606,-914.0871048,lnwpred_longq,4.763770409
2607,-915.977,lnwpred_longq,4.755413228
2608,-916.836,lnwpred_longq,4.736865455
2609,-913.623,lnwpred_longq,4.758998665
2610,-912.899,lnwpred_longq,4.746181843
2611,-912.972,lnwpred_longq,4.747770987
2612,-913.653,lnwpred_longq,4.759388459
2613,-913.608,lnwpred_longq,4.758799552
2614,-912.855,lnwpred_longq,4.745191847
2615,-914.32,lnwpred_longq,4.765151007
2616,-914.964,lnwpred_longq,4.765441249
2617,-913.665,lnwpred_longq,4.759541228
2618,-919.836,lnwpred_longq,4.599775909
2619,-913.577,lnwpred_longq,4.758379144
2620,-915.481,lnwpred_longq,4.761925031
2621,-913.51,lnwpred_longq,4.757429508
2622,-914.231,lnwpred_longq,4.764703411
2623,-915.592,lnwpred_longq,4.760734685
2624,-913.614,lnwpred_longq,4.758879535
2625,-914.297,lnwpred_longq,4.765044818
2626,-914.336,lnwpred_longq,4.76522098
2627,-914.502,lnwpred_longq,4.765758241
2628,-913.83,lnwpred_longq,4.761459387
2629,-915.293,lnwpred_longq,4.763589998
2630,-913.434,lnwpred_longq,4.756284426
2631,-913.985,lnwpred_longq,4.76295148
2632,-913.704,lnwpred_longq,4.760025305
2633,-913.704,lnwpred_longq,4.760025305
2634,-913.493,lnwpred_longq,4.757179636
2635,-913.662,lnwpred_longq,4.759503205
2636,-915.924,lnwpred_longq,4.756255701
2637,-912.583,lnwpred_longq,4.738534997
2638,-916.183,lnwpred_longq,4.751805449
2639,-919.088,lnwpred_longq,4.644478664
2640,-914.6,lnwpred_longq,4.765913816
2641,-914.567,lnwpred_longq,4.765874826
2642,-909.794,lnwpred_longq,4.616952875
2643,-913.9218,lnwpred_longq,4.762379331
2644,-918.22,lnwpred_longq,4.687591462
2645,-918.481,lnwpred_longq,4.675617394
2646,-914.746,lnwpred_longq,4.765923075
2647,-919.135,lnwpred_longq,4.641875596
2648,-914.37,lnwpred_longq,4.765359055
2649,-914.348,lnwpred_longq,4.765271362
2650,-912.89,lnwpred_longq,4.745981311
2651,-915.151,lnwpred_longq,4.764554881
2652,-914.833,lnwpred_longq,4.765801975
2653,-915.223,lnwpred_longq,4.764097125
2654,-914.62,lnwpred_longq,4.765930825
2655,-909.884,lnwpred_longq,4.622393558
2656,-919.936,lnwpred_longq,4.593269924
2657,-912.5472069,lnwpred_longq,4.737590192
2658,-912.726,lnwpred_longq,4.742149962
2659,-912.849,lnwpred_longq,4.745054974
2660,-914.523,lnwpred_longq,4.765801678
2661,-916.234,lnwpred_longq,4.750830391
2662,-915.334,lnwpred_longq,4.763264539
2663,-919.952,lnwpred_longq,4.592217373
2664,-913.436,lnwpred_longq,4.756315484
2665,-913.534,lnwpred_longq,4.757776123
2666,-913.535,lnwpred_longq,4.757790409
2667,-909.628,lnwpred_longq,4.606652396
2668,-914.801,lnwpred_longq,4.765857511
2669,-915.049,lnwpred_longq,4.765092509
2670,-916.993,lnwpred_longq,4.732479116
2671,-913.3036613,lnwpred_longq,4.754152643
2672,-913.389,lnwpred_longq,4.755572405
2673,-914.303,lnwpred_longq,4.765073157
2674,-914.71,lnwpred_longq,4.765945527
2675,-914.605,lnwpred_longq,4.765918537
2676,-913.262,lnwpred_longq,4.753426482
2677,-915.012,lnwpred_longq,4.765255407
2678,-915.023,lnwpred_longq,4.765208764
2679,-914.985,lnwpred_longq,4.765363485
2680,-913.792,lnwpred_longq,4.761047774
2681,-914.546,lnwpred_longq,4.765842932
2682,-913.444,lnwpred_longq,4.756439217
2683,-917.527,lnwpred_longq,4.715255153
2684,-915.542,lnwpred_longq,4.761289928
2685,-913.213,lnwpred_longq,4.752544661
2686,-913.4972,lnwpred_longq,4.757241705
2687,-914.92,lnwpred_longq,4.765586319
2688,-912.781,lnwpred_longq,4.743472312
2689,-914.404,lnwpred_longq,4.765482688
2690,-914.074,lnwpred_longq,4.763672587
2691,-914.204,lnwpred_longq,4.76454806
2692,-914.574,lnwpred_longq,4.765884234
2693,-914.855,lnwpred_longq,4.765756373
2694,-915.071,lnwpred_longq,4.764987543
2695,-914.207,lnwpred_longq,4.76456577
2696,-915.348,lnwpred_longq,4.763148598
2697,-914.217,lnwpred_longq,4.764623995
2698,-915.11,lnwpred_longq,4.764786608
2699,-914.0871048,lnwpred_longq,4.763770409
2700,-915.044,lnwpred_longq,4.765115522
2701,-915.558,lnwpred_longq,4.761115648
2702,-915.317,lnwpred_longq,4.763402034
2703,-915.317,lnwpred_longq,4.763402034
2704,-915.317,lnwpred_longq,4.763402034
2705,-915.585,lnwpred_longq,4.760814299
2706,-912.338,lnwpred_longq,4.731747757
2707,-914.334,lnwpred_longq,4.765212409
2708,-914.062,lnwpred_longq,4.763581131
2709,-913.244,lnwpred_longq,4.753106033
2710,-913.595,lnwpred_longq,4.758624714
2711,-915.478,lnwpred_longq,4.761955066
2712,-914.776,lnwpred_longq,4.765891997
2713,-914.34,lnwpred_longq,4.765237974
2714,-913.729,lnwpred_longq,4.760325617
2715,-913.003,lnwpred_longq,4.748425691
2716,-914.378,lnwpred_longq,4.765389444
2717,-914.372,lnwpred_longq,4.765366727
2718,-914.032,lnwpred_longq,4.76334462
2719,-914.903,lnwpred_longq,4.765635892
2720,-914.6517754,lnwpred_longq,4.765947572
2721,-913.369,lnwpred_longq,4.755247831
2722,-914.735,lnwpred_longq,4.765931653
2723,-913.278,lnwpred_longq,4.753707928
2724,-913.277,lnwpred_longq,4.753690432
2725,-916.086,lnwpred_longq,4.753570299
2726,-916.003,lnwpred_longq,4.75498711
2727,-913.435,lnwpred_longq,4.756299961
2728,-912.842,lnwpred_longq,4.74489472
2729,-913.499,lnwpred_longq,4.757268239
2730,-914.477,lnwpred_longq,4.765699346
2731,-915.499,lnwpred_longq,4.761742458
2732,-914.156,lnwpred_longq,4.764249393
2733,-913.709,lnwpred_longq,4.760085992
2734,-913.759,lnwpred_longq,4.760675685
2735,-912.691,lnwpred_longq,4.741288791
2736,-913.672,lnwpred_longq,4.759629513
2737,-914.372,lnwpred_longq,4.765366727
2738,-915.167,lnwpred_longq,4.764458754
2739,-916.19,lnwpred_longq,4.751673541
2740,-919.984,lnwpred_longq,4.590102678
2741,-913.197,lnwpred_longq,4.752250223
2742,-910.382,lnwpred_longq,4.650669626
2743,-909.442,lnwpred_longq,4.594701942
2744,-914.177,lnwpred_longq,4.764383601
2745,-912.863,lnwpred_longq,4.745373645
2746,-912.912,lnwpred_longq,4.746469713
2747,-912.846,lnwpred_longq,4.744986369
2748,-915.151,lnwpred_longq,4.764554881
2749,-913.178,lnwpred_longq,4.751896424
2750,-913.366,lnwpred_longq,4.755198714
2751,-913.142,lnwpred_longq,4.751213701
2752,-909.276,lnwpred_longq,4.583671502
2753,-914.63,lnwpred_longq,4.765937455
2754,-912.495,lnwpred_longq,4.736183429
2755,-913.011,lnwpred_longq,4.748592698
2756,-915.617,lnwpred_longq,4.760445352
2757,-909.48,lnwpred_longq,4.597178561
2758,-909.603,lnwpred_longq,4.605071293
2759,-915.985,lnwpred_longq,4.755283014
2760,-913.59,lnwpred_longq,4.758556906
2761,-913.543,lnwpred_longq,4.757904248
2762,-913.349,lnwpred_longq,4.754918261
2763,-915.357,lnwpred_longq,4.763072771
2764,-914.706,lnwpred_longq,4.765947022
2765,-914.9597827,lnwpred_longq,4.765456201
2766,-914.5096779,lnwpred_longq,4.765774761
2767,-911.2582,lnwpred_longq,4.692898676
2768,-914.078,lnwpred_longq,4.763702673
2769,-913.363,lnwpred_longq,4.755149485
2770,-913.714,lnwpred_longq,4.760146367
2771,-913.047,lnwpred_longq,4.749334336
2772,-913.051,lnwpred_longq,4.74941574
2773,-917.105,lnwpred_longq,4.729161822
2774,-914.567,lnwpred_longq,4.765874826
2775,-913.653,lnwpred_longq,4.759388459
2776,-913.715,lnwpred_longq,4.760158405
2777,-915.158,lnwpred_longq,4.764513219
2778,-913.6631619,lnwpred_longq,4.759517945
2779,-914.076,lnwpred_longq,4.763687655
2780,-915.455,lnwpred_longq,4.762181601
2781,-914.401,lnwpred_longq,4.76547236
2782,-913.6631619,lnwpred_longq,4.759517945
2783,-915.138,lnwpred_longq,4.764630629
2784,-915.107,lnwpred_longq,4.764802739
2785,-913.6631619,lnwpred_longq,4.759517945
2786,-915.216,lnwpred_longq,4.764144471
2787,-910.341,lnwpred_longq,4.648458713
2788,-914.973,lnwpred_longq,4.765408596
2789,-913.158,lnwpred_longq,4.751519132
2790,-915.729,lnwpred_longq,4.759053298
2791,-912.881,lnwpred_longq,4.745779768
2792,-914.091,lnwpred_longq,4.763799071
2793,-915.249,lnwpred_longq,4.763915909
2794,-915.512,lnwpred_longq,4.761608083
2795,-912.936,lnwpred_longq,4.746995619
2796,-916.062,lnwpred_longq,4.753988824
2797,-915.301,lnwpred_longq,4.763528143
2798,-914.422,lnwpred_longq,4.765542294
2799,-913.164,lnwpred_longq,4.751632844
2800,-913.358,lnwpred_longq,4.755067186
2801,-914.3699646,lnwpred_longq,4.765358919
2802,-917.657,lnwpred_longq,4.710522878
2803,-915.023,lnwpred_longq,4.765208764
2804,-912.726,lnwpred_longq,4.742149962
2805,-915.812,lnwpred_longq,4.757920591
2806,-912.96,lnwpred_longq,4.74751433
2807,-914.534,lnwpred_longq,4.765822233
2808,-914.729,lnwpred_longq,4.765935695
2809,-913.115,lnwpred_longq,4.750691033
2810,-913.714,lnwpred_longq,4.760146367
2811,-916.527,lnwpred_longq,4.744599019
2812,-914.792,lnwpred_longq,4.765870825
2813,-913.541,lnwpred_longq,4.757875863
2814,-913.513,lnwpred_longq,4.757473229
2815,-914.478,lnwpred_longq,4.765701852
2816,-915.44,lnwpred_longq,4.762325781
2817,-913.174,lnwpred_longq,4.751821365
2818,-912.667,lnwpred_longq,4.74068943
2819,-919.594,lnwpred_longq,4.615003429
2820,-919.894,lnwpred_longq,4.596017653
2821,-914.193,lnwpred_longq,4.764482157
2822,-914.482,lnwpred_longq,4.76571175
2823,-916.494,lnwpred_longq,4.745354439
2824,-912.863,lnwpred_longq,4.745373645
2825,-913.529,lnwpred_longq,4.757704505
2826,-913.529,lnwpred_longq,4.757704505
2827,-912.75,lnwpred_longq,4.742731635
2828,-919.016,lnwpred_longq,4.648412825
2829,-914.8370743,lnwpred_longq,4.765793986
2830,-912.766,lnwpred_longq,4.743115419
2831,-920.1107,lnwpred_longq,4.58160421
2832,-913.368,lnwpred_longq,4.755231472
2833,-914.038,lnwpred_longq,4.763392822
2834,-913.149,lnwpred_longq,4.75134772
2835,-913.765,lnwpred_longq,4.760744349
2836,-913.255,lnwpred_longq,4.753302344
2837,-915.258,lnwpred_longq,4.763851213
2838,-914.366,lnwpred_longq,4.76534356
2839,-915.223,lnwpred_longq,4.764097125
2840,-916.152,lnwpred_longq,4.752382253
2841,-914.249,lnwpred_longq,4.764801918
2842,-915.306,lnwpred_longq,4.763489077
2843,-914.585,lnwpred_longq,4.76589778
2844,-915.103,lnwpred_longq,4.764824072
2845,-915.19,lnwpred_longq,4.764314969
2846,-914.51,lnwpred_longq,4.765775438
2847,-915.028,lnwpred_longq,4.765187063
2848,-914.918,lnwpred_longq,4.765592339
2849,-913.378,lnwpred_longq,4.755394508
2850,-914.325,lnwpred_longq,4.765173217
2851,-913.5415,lnwpred_longq,4.757882964
2852,-916.041,lnwpred_longq,4.75434913
2853,-915.92,lnwpred_longq,4.75631786
2854,-914.453,lnwpred_longq,4.765635462
2855,-913.043,lnwpred_longq,4.749252731
2856,-913.253,lnwpred_longq,4.753266764
2857,-915.518,lnwpred_longq,4.761545351
2858,-915.3328896,lnwpred_longq,4.763273631
2859,-914.118,lnwpred_longq,4.763992537
2860,-915.389,lnwpred_longq,4.762794969
2861,-915.039,lnwpred_longq,4.765138222
2862,-912.849,lnwpred_longq,4.745054974
2863,-913.1965637,lnwpred_longq,4.752242149
2864,-914.842,lnwpred_longq,4.765784051
2865,-913.044,lnwpred_longq,4.749273151
2866,-913.227,lnwpred_longq,4.75279967
2867,-914.372,lnwpred_longq,4.765366727
2868,-913.284,lnwpred_longq,4.753812646
2869,-915,lnwpred_longq,4.765304566
2870,-914.932,lnwpred_longq,4.765549153
2871,-913.301,lnwpred_longq,4.754106904
2872,-914.412,lnwpred_longq,4.765509679
2873,-913.1444931,lnwpred_longq,4.751261503
2874,-914.173,lnwpred_longq,4.764358463
2875,-916.018,lnwpred_longq,4.754737431
2876,-913.88,lnwpred_longq,4.7619735
2877,-916.305,lnwpred_longq,4.749418853
2878,-913.2,lnwpred_longq,4.752305673
2879,-912.867,lnwpred_longq,4.745464245
2880,-913.281,lnwpred_longq,4.753760343
2881,-913.345,lnwpred_longq,4.754851747
2882,-913.392,lnwpred_longq,4.75562066
2883,-912.714,lnwpred_longq,4.741856428
2884,-915.0154114,lnwpred_longq,4.765241103
2885,-912.714,lnwpred_longq,4.741856428
2886,-913.557,lnwpred_longq,4.758101542
2887,-918.876,lnwpred_longq,4.655877195
2888,-913.537,lnwpred_longq,4.757818943
2889,-915.462,lnwpred_longq,4.762113355
2890,-915.469,lnwpred_longq,4.762044497
2891,-914.768,lnwpred_longq,4.765901384
2892,-914.869,lnwpred_longq,4.765724206
2893,-915.005,lnwpred_longq,4.765284301
2894,-914.916,lnwpred_longq,4.765598308
2895,-913.742,lnwpred_longq,4.760478694
2896,-915.548,lnwpred_longq,4.761224948
2897,-915.577,lnwpred_longq,4.760904537
2898,-915.316,lnwpred_longq,4.763410009
2899,-915.451,lnwpred_longq,4.762220324
2900,-913.627,lnwpred_longq,4.759051287
2901,-913.5564804,lnwpred_longq,4.758094264
2902,-914.142,lnwpred_longq,4.764156861
2903,-915.292,lnwpred_longq,4.763597673
2904,-914.996,lnwpred_longq,4.765320552
2905,-915.548,lnwpred_longq,4.761224948
2906,-915.028,lnwpred_longq,4.765187063
2907,-915.705,lnwpred_longq,4.759364787
2908,-913.602,lnwpred_longq,4.75871912
2909,-914.326,lnwpred_longq,4.765177622
2910,-914.619,lnwpred_longq,4.765930093
2911,-914.642,lnwpred_longq,4.765943763
2912,-913.582,lnwpred_longq,4.758447764
2913,-913.587,lnwpred_longq,4.758516071
2914,-913.585,lnwpred_longq,4.758488786
2915,-914.867,lnwpred_longq,4.765728951
2916,-914.554,lnwpred_longq,4.765855732
2917,-916.215,lnwpred_longq,4.751197445
2918,-912.986,lnwpred_longq,4.748068146
2919,-910.166,lnwpred_longq,4.638785779
2920,-913.629,lnwpred_longq,4.759077523
2921,-912.871,lnwpred_longq,4.745554644
2922,-914.024,lnwpred_longq,4.763279651
2923,-914.572,lnwpred_longq,4.765881608
2924,-914.576,lnwpred_longq,4.765886809
2925,-914.306,lnwpred_longq,4.765087157
2926,-913.267,lnwpred_longq,4.753514778
2927,-914.765,lnwpred_longq,4.765904698
2928,-915.677,lnwpred_longq,4.759719097
2929,-916.083,lnwpred_longq,4.753623008
2930,-913.119,lnwpred_longq,4.75076904
2931,-914.049,lnwpred_longq,4.763480023
2932,-914.641,lnwpred_longq,4.765943306
2933,-914.641,lnwpred_longq,4.765943306
2934,-913.328,lnwpred_longq,4.754566834
2935,-919.644,lnwpred_longq,4.611917211
2936,-914.802,lnwpred_longq,4.765855969
2937,-916.08,lnwpred_longq,4.753675605
2938,-918.129,lnwpred_longq,4.691566249
2939,-914.364,lnwpred_longq,4.765335738
2940,-913.908,lnwpred_longq,4.762247762
2941,-918.875,lnwpred_longq,4.655929631
2942,-909.96,lnwpred_longq,4.626909111
2943,-913.312,lnwpred_longq,4.754295382
2944,-913.178,lnwpred_longq,4.751896424
2945,-914.677,lnwpred_longq,4.765951885
2946,-914.313,lnwpred_longq,4.765119388
2947,-914.325,lnwpred_longq,4.765173217
2948,-913.453,lnwpred_longq,4.756577461
2949,-917.529,lnwpred_longq,4.715183948
2950,-915.2758598,lnwpred_longq,4.763719832
2951,-913.301,lnwpred_longq,4.754106904
2952,-913.766,lnwpred_longq,4.76075575
2953,-913.729,lnwpred_longq,4.760325617
2954,-914.307,lnwpred_longq,4.765091799
2955,-913.58,lnwpred_longq,4.758420354
2956,-913.82,lnwpred_longq,4.761352817
2957,-913.312,lnwpred_longq,4.754295382
2958,-913.565,lnwpred_longq,4.758213183
2959,-912.823,lnwpred_longq,4.744456659
2960,-914.115,lnwpred_longq,4.76397149
2961,-916.69,lnwpred_longq,4.740668149
2962,-915.586,lnwpred_longq,4.760802963
2963,-913.32,lnwpred_longq,4.754431508
2964,-919.635,lnwpred_longq,4.612475035
2965,-914.648,lnwpred_longq,4.765946242
2966,-914.169,lnwpred_longq,4.764333124
2967,-913.51,lnwpred_longq,4.757429508
2968,-914.635,lnwpred_longq,4.765940302
2969,-913.677,lnwpred_longq,4.759692199
2970,-914.998,lnwpred_longq,4.765312584
2971,-910.088,lnwpred_longq,4.63435115
2972,-915.50304,lnwpred_longq,4.761700924
2973,-915.507,lnwpred_longq,4.761660015
2974,-914.65548,lnwpred_longq,4.765948703
2975,-914.5,lnwpred_longq,4.765753816
2976,-913.909,lnwpred_longq,4.762257376
2977,-912.753,lnwpred_longq,4.742803838
2978,-914.817,lnwpred_longq,4.765831342
2979,-913.75,lnwpred_longq,4.760571845
2980,-913.745,lnwpred_longq,4.760513719
2981,-909.73,lnwpred_longq,4.613022381
2982,-913.742,lnwpred_longq,4.760478694
2983,-913.806,lnwpred_longq,4.76120152
2984,-913.85,lnwpred_longq,4.76166878
2985,-914.564,lnwpred_longq,4.765870607
2986,-915.137,lnwpred_longq,4.764636368
2987,-916.346,lnwpred_longq,4.748575057
2988,-916.06,lnwpred_longq,4.754023376
2989,-913.596,lnwpred_longq,4.758638238
2990,-912.567,lnwpred_longq,4.738114635
2991,-913.938,lnwpred_longq,4.762530745
2992,-913.742,lnwpred_longq,4.760478694
2993,-915.242,lnwpred_longq,4.763965529
2994,-914.546,lnwpred_longq,4.765842932
2995,-913.865,lnwpred_longq,4.761822546
2996,-913.742,lnwpred_longq,4.760478694
2997,-914.805,lnwpred_longq,4.765851268
2998,-914.733,lnwpred_longq,4.76593305
2999,-915.027,lnwpred_longq,4.765191428
3000,-920.0693359,lnwpred_longq,4.584400779
3001,-913.2613408,lnwpred_longq,4.753414819
3002,-914.307,lnwpred_longq,4.765091799
3003,-914.269,lnwpred_longq,4.764906624
3004,-914.262,lnwpred_longq,4.764870546
3005,-914.63,lnwpred_longq,4.765937455
3006,-915.013,lnwpred_longq,4.765251229
3007,-914.623,lnwpred_longq,4.765932945
3008,-913.798,lnwpred_longq,4.761113965
3009,-912.503,lnwpred_longq,4.736401206
3010,-914.307,lnwpred_longq,4.765091799
3011,-914.303,lnwpred_longq,4.765073157
3012,-918.566,lnwpred_longq,4.671534091
3013,-914.375,lnwpred_longq,4.765378142
3014,-918.702,lnwpred_longq,4.66481307
3015,-912.805,lnwpred_longq,4.744037495
3016,-913.773,lnwpred_longq,4.760835202
3017,-914.138,lnwpred_longq,4.764129973
3018,-922.622,lnwpred_longq,4.371777346
3019,-914.75,lnwpred_longq,4.765919581
3020,-914.615,lnwpred_longq,4.765927041
3021,-912.831,lnwpred_longq,4.744641656
3022,-913.808,lnwpred_longq,4.761223283
3023,-913.842,lnwpred_longq,4.761585623
3024,-913.972,lnwpred_longq,4.762837868
3025,-913.3930206,lnwpred_longq,4.755637051
3026,-913.3930206,lnwpred_longq,4.755637051
3027,-914.269,lnwpred_longq,4.764906624
3028,-913.52,lnwpred_longq,4.757574805
3029,-913.444,lnwpred_longq,4.756439217
3030,-913.947,lnwpred_longq,4.762613448
3031,-914.071,lnwpred_longq,4.763649892
